project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_usd,actual_cost_usd,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P1087,C-PS-Client-05,PS-Client-05,Public Sector,Market & Social Research,2021-06-24,2021-10-24,2021-12-29,Completed,Medium,6,2,4,117300.0,148400.0,66.0,0.265,2.8,No,Repeat Client
P0882,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Strategic Planning,2021-06-25,2021-07-25,2021-07-28,Completed,Low,2,1,1,11000.0,11800.0,3.0,0.075,4.3,Yes,Repeat Client
P1231,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Political Risk Management,2021-06-25,2021-08-25,2021-08-25,Completed,Medium,6,2,4,44900.0,44900.0,0.0,0.0,4.0,Yes,Referral
P0248,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Stakeholder Engagement,2021-06-26,2021-11-26,2021-11-29,Completed,Medium,4,2,2,120400.0,122400.0,3.0,0.017,3.9,No,Repeat Client
P0645,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2021-06-28,2021-08-28,2021-08-31,Completed,Medium,7,3,4,100600.0,104000.0,3.0,0.034,3.7,No,Referral
P0026,C-A-Client-02,A-Client-02,Agriculture,Digital Transformation,2021-06-28,2021-07-28,2021-07-28,Completed,Low,4,1,3,13500.0,13500.0,0.0,0.0,4.0,No,Repeat Client
P0884,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Digital Transformation,2021-07-01,2021-10-01,2021-10-05,Completed,Medium,4,1,3,89900.0,93600.0,4.0,0.041,4.8,No,Direct Outreach
P1089,C-PS-Client-07,PS-Client-07,Public Sector,Stakeholder Engagement,2021-07-01,2021-09-01,2021-09-26,Completed,Low,2,1,1,16600.0,21300.0,25.0,0.281,3.4,No,Referral
P1423,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2021-07-02,2021-11-02,2021-11-04,Completed,Medium,8,2,6,202100.0,204300.0,2.0,0.011,4.1,No,Repeat Client
P0249,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Stakeholder Engagement,2021-07-04,2021-12-04,2021-12-06,Completed,Medium,6,1,5,154700.0,156100.0,2.0,0.009,3.8,No,Repeat Client
P0030,C-A-Client-04,A-Client-04,Agriculture,Market & Social Research,2021-07-04,2021-10-04,2021-10-11,Completed,Low,3,1,2,24900.0,27100.0,7.0,0.087,3.7,No,Repeat Client
P0883,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Digital Transformation,2021-07-08,2021-12-08,,Cancelled,High,9,2,7,358300.0,360800.0,,,,N/A,Competitive Tender
P1420,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2021-07-12,2021-09-12,2021-09-14,Completed,Low,3,1,2,26600.0,27300.0,2.0,0.028,4.1,Yes,Repeat Client
P0031,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2021-07-12,2021-10-12,2021-10-15,Completed,Medium,8,2,6,95200.0,97100.0,3.0,0.02,4.2,No,Repeat Client
P0250,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-07-13,2021-10-13,2021-10-17,Completed,Low,3,1,2,45800.0,47600.0,4.0,0.039,4.0,Yes,Referral
P0028,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2021-07-14,2021-10-14,2021-10-17,Completed,Medium,7,2,5,71400.0,73500.0,3.0,0.029,4.0,No,Direct Outreach
P1232,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Digital Transformation,2021-07-14,2021-08-14,2021-10-06,Completed,Low,2,1,1,5900.0,9400.0,53.0,0.6,1.6,No,Repeat Client
P1422,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Stakeholder Engagement,2021-07-21,2021-12-21,2021-12-24,Completed,Medium,8,2,6,201100.0,204700.0,3.0,0.018,4.2,No,Competitive Tender
P1421,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Strategic Planning,2021-07-23,2022-03-23,2022-03-26,Completed,High,11,5,6,622100.0,631400.0,3.0,0.015,4.2,Yes,Repeat Client
P0029,C-A-Client-03,A-Client-03,Agriculture,Stakeholder Engagement,2021-07-24,2021-11-24,2021-11-26,Completed,Medium,8,3,5,120100.0,122100.0,2.0,0.017,4.0,Yes,Direct Outreach
P1090,C-PS-Client-05,PS-Client-05,Public Sector,Data Visualization & Analytics,2021-08-04,2021-10-04,,Cancelled,Medium,8,2,6,70500.0,78600.0,,,,N/A,Referral
P0887,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2021-08-04,2021-10-04,2021-10-07,Completed,Medium,4,1,3,62500.0,65400.0,3.0,0.047,3.9,Yes,Repeat Client
P1091,C-PS-Client-09,PS-Client-09,Public Sector,Stakeholder Engagement,2021-08-04,2021-11-04,2021-11-05,Completed,Low,3,1,2,30300.0,30500.0,1.0,0.008,4.4,Yes,Repeat Client
P0647,C-E-Client-07,E-Client-07,Energy,Market & Social Research,2021-08-07,2021-12-07,2021-12-11,Completed,Medium,8,2,6,194700.0,200700.0,4.0,0.031,3.6,No,Repeat Client
P0251,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2021-08-08,2021-10-08,2021-10-09,Completed,Low,2,1,1,22300.0,22800.0,1.0,0.021,4.2,No,Competitive Tender
P1425,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2021-08-09,2021-09-09,2021-09-10,Completed,Low,4,2,2,19200.0,19600.0,1.0,0.02,4.9,Yes,Referral
P1092,C-PS-Client-08,PS-Client-08,Public Sector,Market & Social Research,2021-08-09,2022-01-09,2022-01-13,Completed,Medium,7,3,4,170100.0,174500.0,4.0,0.026,4.5,No,Referral
P0032,C-A-Client-02,A-Client-02,Agriculture,Data Visualization & Analytics,2021-08-11,2021-10-11,2021-10-13,Completed,Low,2,1,1,11100.0,11400.0,2.0,0.028,5.0,No,Referral
P0888,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Data Visualization & Analytics,2021-08-15,2022-01-15,2022-01-15,Completed,Medium,4,1,3,119600.0,119600.0,0.0,0.0,3.5,Yes,Competitive Tender
P0889,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Data Visualization & Analytics,2021-08-16,2021-11-16,2021-11-19,Completed,Medium,5,2,3,102500.0,106700.0,3.0,0.041,4.1,No,Repeat Client
P1424,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2021-08-16,2021-10-16,2021-10-17,Completed,Medium,5,2,3,46600.0,47400.0,1.0,0.017,3.7,Yes,Repeat Client
P1234,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Stakeholder Engagement,2021-08-17,2021-12-17,2021-12-20,Completed,High,12,5,7,244000.0,251100.0,3.0,0.029,4.6,Yes,Repeat Client
P0649,C-E-Client-05,E-Client-05,Energy,Stakeholder Engagement,2021-08-19,2022-02-19,2022-05-01,Completed,High,15,7,8,627600.0,791400.0,71.0,0.261,2.8,No,Repeat Client
P0034,C-A-Client-08,A-Client-08,Agriculture,Strategic Planning,2021-08-19,2021-09-19,2021-09-20,Completed,Low,2,1,1,7400.0,7600.0,1.0,0.022,4.5,No,Repeat Client
P0648,C-E-Client-04,E-Client-04,Energy,Strategic Planning,2021-08-20,2021-11-20,2022-01-30,Completed,Medium,5,1,4,84700.0,112500.0,71.0,0.328,3.1,No,Competitive Tender
P0886,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Digital Transformation,2021-08-20,2021-09-20,2021-10-12,Completed,Low,4,1,3,21100.0,27600.0,22.0,0.307,3.2,No,Repeat Client
P0885,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Stakeholder Engagement,2021-08-21,2021-09-21,,Cancelled,Low,3,1,2,15400.0,17300.0,,,,N/A,Referral
P1233,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Data Visualization & Analytics,2021-08-25,2022-05-25,2022-09-18,Completed,High,13,3,10,467700.0,597300.0,116.0,0.277,2.2,No,Repeat Client
P0033,C-A-Client-01,A-Client-01,Agriculture,Market & Social Research,2021-08-27,2021-10-27,2021-11-06,Completed,Low,2,1,1,15100.0,16400.0,10.0,0.088,3.3,No,Repeat Client
P0646,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2021-08-28,2021-09-28,2021-09-28,Completed,Low,3,1,2,14300.0,14300.0,0.0,0.0,3.5,Yes,Direct Outreach
P1235,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Market & Social Research,2021-09-05,2022-03-05,2022-03-06,Completed,High,15,4,11,401300.0,403700.0,1.0,0.006,4.0,No,Repeat Client
P0036,C-A-Client-07,A-Client-07,Agriculture,Market & Social Research,2021-09-06,2022-01-06,2022-01-08,Completed,Medium,8,3,5,141200.0,143900.0,2.0,0.019,4.1,Yes,Repeat Client
P0252,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Digital Transformation,2021-09-08,2021-11-08,2021-11-08,Completed,Medium,7,3,4,70100.0,70100.0,0.0,0.0,4.4,No,Referral
P0254,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Market & Social Research,2021-09-10,2022-02-10,2022-02-11,Completed,Medium,4,1,3,97600.0,98300.0,1.0,0.007,4.6,No,Repeat Client
P0890,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Data Visualization & Analytics,2021-09-14,2022-06-14,2022-09-07,Completed,High,8,2,6,668100.0,850500.0,85.0,0.273,2.3,No,Repeat Client
P0253,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2021-09-14,2021-10-14,2021-10-17,Completed,Low,2,1,1,10300.0,11000.0,3.0,0.065,4.1,No,Repeat Client
P0255,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2021-09-18,2021-10-18,2021-10-18,Completed,Low,3,1,2,12100.0,12100.0,0.0,0.0,4.1,No,Competitive Tender
P0650,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2021-09-18,2021-10-18,2021-11-23,Completed,Low,3,1,2,14100.0,20100.0,36.0,0.428,3.0,No,Repeat Client
P0651,C-E-Client-02,E-Client-02,Energy,Market & Social Research,2021-09-19,2022-03-19,2022-03-20,Completed,High,15,7,8,693400.0,696200.0,1.0,0.004,4.1,No,Repeat Client
P0891,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Political Risk Management,2021-09-20,2021-12-20,2021-12-20,Completed,Low,4,1,3,63000.0,63000.0,0.0,0.0,4.5,Yes,Repeat Client
P0035,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2021-09-25,2021-12-25,2021-12-28,Completed,Medium,5,2,3,71100.0,73000.0,3.0,0.027,4.3,No,Repeat Client
P1093,C-PS-Client-08,PS-Client-08,Public Sector,Stakeholder Engagement,2021-09-25,2022-03-25,2022-05-31,Completed,High,14,4,10,460200.0,546700.0,67.0,0.188,2.9,No,Competitive Tender
P0892,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Data Visualization & Analytics,2021-09-27,2022-01-27,2022-01-27,Completed,High,15,6,9,521500.0,521500.0,0.0,0.0,4.3,No,Referral
P1426,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2021-09-28,2021-11-28,2021-12-02,Completed,Low,2,1,1,19600.0,21100.0,4.0,0.077,4.3,Yes,Direct Outreach
P1236,C-CEAT-Client-08,CEAT-Client-08,Creative Economy and Tourism,Stakeholder Engagement,2021-10-02,2022-07-02,2022-09-18,Completed,High,13,6,7,469800.0,594300.0,78.0,0.265,2.9,No,Competitive Tender
P1095,C-PS-Client-04,PS-Client-04,Public Sector,Digital Transformation,2021-10-03,2021-12-03,2021-12-05,Completed,Low,4,2,2,27600.0,28600.0,2.0,0.037,3.8,No,Direct Outreach
P0893,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Stakeholder Engagement,2021-10-04,2021-12-04,2021-12-08,Completed,Medium,7,3,4,90800.0,96200.0,4.0,0.059,3.8,Yes,Repeat Client
P0653,C-E-Client-04,E-Client-04,Energy,Market & Social Research,2021-10-05,2022-01-05,2022-01-06,Completed,Low,2,1,1,27100.0,27400.0,1.0,0.012,4.6,No,Direct Outreach
P1427,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Digital Transformation,2021-10-06,2022-01-06,2022-01-10,Completed,Low,4,1,3,52300.0,53900.0,4.0,0.031,4.0,No,Competitive Tender
P1428,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2021-10-15,2022-02-15,2022-02-16,Completed,Medium,5,2,3,119100.0,119800.0,1.0,0.006,4.2,Yes,Competitive Tender
P1097,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2021-10-17,2021-12-17,2021-12-21,Completed,Medium,6,1,5,48100.0,51300.0,4.0,0.067,3.9,No,Repeat Client
P0037,C-A-Client-04,A-Client-04,Agriculture,Digital Transformation,2021-10-18,2022-01-18,2022-01-20,Completed,Low,4,2,2,46000.0,46800.0,2.0,0.018,4.5,No,Referral
P0256,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2021-10-22,2022-03-22,2022-03-26,Completed,Medium,8,2,6,225900.0,231800.0,4.0,0.026,3.9,No,Competitive Tender
P1096,C-PS-Client-07,PS-Client-07,Public Sector,Data Visualization & Analytics,2021-10-23,2021-11-23,2021-11-27,Completed,Low,3,1,2,10900.0,12100.0,4.0,0.114,3.5,No,Competitive Tender
P0654,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2021-10-23,2022-02-23,,Cancelled,Medium,5,1,4,129100.0,158800.0,,,,N/A,Competitive Tender
P0652,C-E-Client-05,E-Client-05,Energy,Digital Transformation,2021-10-25,2021-12-25,2021-12-28,Completed,Low,2,1,1,21500.0,22600.0,3.0,0.052,3.7,Yes,Repeat Client
P1094,C-PS-Client-02,PS-Client-02,Public Sector,Data Visualization & Analytics,2021-10-28,2021-11-28,2021-12-11,Completed,Low,3,1,2,12800.0,15800.0,13.0,0.232,3.2,No,Direct Outreach
P0258,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Political Risk Management,2021-11-02,2022-02-02,2022-02-04,Completed,Low,3,1,2,44400.0,45500.0,2.0,0.025,4.5,No,Repeat Client
P1098,C-PS-Client-02,PS-Client-02,Public Sector,Stakeholder Engagement,2021-11-03,2022-04-03,2022-04-03,Completed,Medium,6,2,4,148800.0,148800.0,0.0,0.0,4.6,No,Competitive Tender
P0655,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2021-11-05,2022-07-05,2022-07-09,Completed,High,11,3,8,691400.0,702500.0,4.0,0.016,4.0,No,Referral
P1099,C-PS-Client-06,PS-Client-06,Public Sector,Market & Social Research,2021-11-06,2022-01-06,2022-01-10,Completed,Low,3,1,2,18500.0,19500.0,4.0,0.055,4.5,No,Referral
P1102,C-PS-Client-04,PS-Client-04,Public Sector,Stakeholder Engagement,2021-11-07,2022-02-07,2022-02-10,Completed,Medium,5,2,3,62900.0,64300.0,3.0,0.022,4.8,No,Repeat Client
P1429,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Data Visualization & Analytics,2021-11-08,2022-01-08,2022-01-08,Completed,Low,2,1,1,18400.0,18400.0,0.0,0.0,4.1,No,Referral
P0038,C-A-Client-08,A-Client-08,Agriculture,Stakeholder Engagement,2021-11-10,2022-04-10,2022-04-11,Completed,Medium,6,1,5,123800.0,124400.0,1.0,0.005,4.5,Yes,Repeat Client
P0040,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2021-11-11,2021-12-11,2021-12-12,Completed,Low,4,2,2,15300.0,15600.0,1.0,0.021,3.5,No,Direct Outreach
P0656,C-E-Client-07,E-Client-07,Energy,Stakeholder Engagement,2021-11-15,2022-01-15,2022-03-18,Completed,Medium,4,1,3,44100.0,64900.0,62.0,0.472,2.2,No,Competitive Tender
P0039,C-A-Client-04,A-Client-04,Agriculture,Strategic Planning,2021-11-15,2021-12-15,2021-12-15,Completed,Low,2,1,1,5700.0,5700.0,0.0,0.0,4.8,Yes,Competitive Tender
P1100,C-PS-Client-04,PS-Client-04,Public Sector,Political Risk Management,2021-11-19,2022-05-19,,Cancelled,High,9,3,6,312700.0,351800.0,,,,N/A,Competitive Tender
P0257,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2021-11-21,2021-12-21,2021-12-21,Completed,Low,3,1,2,12400.0,12400.0,0.0,0.0,4.6,No,Competitive Tender
P1101,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2021-11-24,2022-02-24,2022-02-25,Completed,Medium,5,1,4,61700.0,62400.0,1.0,0.012,4.4,Yes,Repeat Client
P0657,C-E-Client-08,E-Client-08,Energy,Political Risk Management,2021-11-24,2022-03-24,2022-03-24,Completed,Medium,6,2,4,164400.0,164400.0,0.0,0.0,4.4,No,Competitive Tender
P1105,C-PS-Client-06,PS-Client-06,Public Sector,Political Risk Management,2021-12-02,2022-02-02,2022-02-02,Completed,Low,3,1,2,20200.0,20200.0,0.0,0.0,4.5,Yes,Referral
P0042,C-A-Client-02,A-Client-02,Agriculture,Stakeholder Engagement,2021-12-03,2022-01-03,2022-02-24,Completed,Low,3,1,2,9000.0,12600.0,52.0,0.4,2.8,Yes,Direct Outreach
P1430,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2021-12-03,2022-05-03,2022-05-06,Completed,High,9,3,6,269300.0,274400.0,3.0,0.019,3.9,Yes,Competitive Tender
P0894,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Data Visualization & Analytics,2021-12-07,2022-02-07,2022-02-11,Completed,Low,4,1,3,45000.0,48300.0,4.0,0.073,4.0,No,Repeat Client
P0261,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-12-07,2022-01-07,2022-01-09,Completed,Low,3,1,2,15700.0,16300.0,2.0,0.04,4.3,Yes,Repeat Client
P0262,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2021-12-07,2022-03-07,2022-03-11,Completed,Low,4,1,3,52300.0,54000.0,4.0,0.032,4.4,Yes,Repeat Client
P0660,C-E-Client-08,E-Client-08,Energy,Data Visualization & Analytics,2021-12-07,2022-02-07,2022-02-07,Completed,Low,2,1,1,18900.0,18900.0,0.0,0.0,4.2,Yes,Competitive Tender
P0041,C-A-Client-01,A-Client-01,Agriculture,Market & Social Research,2021-12-08,2022-02-08,2022-02-11,Completed,Medium,4,1,3,28200.0,29600.0,3.0,0.048,4.7,Yes,Repeat Client
P0897,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Strategic Planning,2021-12-08,2022-01-08,2022-01-08,Completed,Low,2,1,1,11800.0,11800.0,0.0,0.0,4.4,No,Repeat Client
P1238,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Data Visualization & Analytics,2021-12-10,2022-05-10,2022-07-06,Completed,Medium,5,2,3,82000.0,99500.0,57.0,0.214,2.9,Yes,Repeat Client
P0661,C-E-Client-09,E-Client-09,Energy,Stakeholder Engagement,2021-12-11,2022-04-11,2022-04-14,Completed,Medium,6,2,4,167900.0,171800.0,3.0,0.023,4.2,No,Direct Outreach
P0658,C-E-Client-02,E-Client-02,Energy,Digital Transformation,2021-12-11,2022-03-11,2022-03-11,Completed,Low,2,1,1,35700.0,35700.0,0.0,0.0,4.5,Yes,Repeat Client
P1103,C-PS-Client-02,PS-Client-02,Public Sector,Strategic Planning,2021-12-12,2022-05-12,2022-05-16,Completed,High,8,3,5,199000.0,205200.0,4.0,0.031,3.9,Yes,Direct Outreach
P0260,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2021-12-12,2022-04-12,2022-06-16,Completed,Medium,4,1,3,103800.0,145300.0,65.0,0.4,1.9,No,Competitive Tender
P0659,C-E-Client-09,E-Client-09,Energy,Political Risk Management,2021-12-15,2022-04-15,2022-04-16,Completed,Medium,4,1,3,90200.0,90800.0,1.0,0.007,4.4,Yes,Competitive Tender
P0259,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Digital Transformation,2021-12-15,2022-01-15,2022-01-16,Completed,Low,3,1,2,12800.0,13100.0,1.0,0.021,4.1,No,Repeat Client
P0896,C-FAI-Client-08,FAI-Client-08,Finance and Insurance,Data Visualization & Analytics,2021-12-18,2022-02-18,2022-03-27,Completed,Low,2,1,1,24200.0,34800.0,37.0,0.436,2.8,No,Repeat Client
P1237,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Political Risk Management,2021-12-19,2022-03-19,2022-04-11,Completed,Low,2,1,1,16400.0,20200.0,23.0,0.229,3.9,No,Direct Outreach
P1433,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Market & Social Research,2021-12-21,2022-04-21,2022-04-24,Completed,Medium,4,1,3,88500.0,90400.0,3.0,0.022,4.2,No,Repeat Client
P1432,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2021-12-21,2022-03-21,2022-03-25,Completed,Medium,5,2,3,76300.0,78500.0,4.0,0.029,4.3,No,Referral
P1104,C-PS-Client-01,PS-Client-01,Public Sector,Stakeholder Engagement,2021-12-22,2022-09-22,,Cancelled,High,14,6,8,633300.0,635800.0,,,,N/A,Repeat Client
P0895,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Strategic Planning,2021-12-23,2022-02-23,2022-02-24,Completed,Low,3,1,2,33300.0,33700.0,1.0,0.013,3.5,Yes,Repeat Client
P1431,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Digital Transformation,2021-12-25,2022-07-25,2022-07-27,Completed,High,10,3,7,472300.0,476100.0,2.0,0.008,4.6,No,Referral
P0899,C-FAI-Client-05,FAI-Client-05,Finance and Insurance,Digital Transformation,2022-01-03,2022-03-03,2022-05-26,Completed,Medium,4,1,3,57200.0,77700.0,84.0,0.358,2.4,No,Repeat Client
P1239,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Stakeholder Engagement,2022-01-03,2022-06-03,2022-06-06,Completed,Medium,8,2,6,158200.0,160600.0,3.0,0.015,4.2,No,Direct Outreach
P0044,C-A-Client-08,A-Client-08,Agriculture,Political Risk Management,2022-01-05,2022-06-05,2022-06-09,Completed,Medium,5,2,3,104400.0,107300.0,4.0,0.028,4.5,No,Repeat Client
P0662,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2022-01-05,2022-06-05,2022-06-09,Completed,Medium,6,2,4,195000.0,198900.0,4.0,0.02,4.9,No,Referral
P0049,C-A-Client-07,A-Client-07,Agriculture,Market & Social Research,2022-01-07,2022-06-07,2022-06-09,Completed,Medium,5,2,3,110900.0,112300.0,2.0,0.013,4.7,Yes,Repeat Client
P0045,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2022-01-07,2022-02-07,2022-02-10,Completed,Low,2,1,1,7400.0,8000.0,3.0,0.081,3.9,No,Direct Outreach
P0264,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Stakeholder Engagement,2022-01-07,2022-03-07,2022-05-18,Completed,Medium,8,2,6,95200.0,147600.0,72.0,0.55,1.5,No,Referral
P0043,C-A-Client-04,A-Client-04,Agriculture,Stakeholder Engagement,2022-01-08,2022-07-08,2022-07-10,Completed,High,14,3,11,387100.0,391400.0,2.0,0.011,4.3,Yes,Direct Outreach
P1436,C-TAI-Client-07,TAI-Client-07,Technology and Innovation,Strategic Planning,2022-01-09,2022-04-09,2022-04-10,Completed,Medium,8,2,6,144100.0,145700.0,1.0,0.011,4.6,Yes,Direct Outreach
P1107,C-PS-Client-03,PS-Client-03,Public Sector,Strategic Planning,2022-01-09,2022-08-09,2022-08-13,Completed,High,10,2,8,327800.0,334400.0,4.0,0.02,4.5,No,Referral
P1437,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Stakeholder Engagement,2022-01-10,2022-03-10,2022-03-10,Completed,Low,3,1,2,28900.0,28900.0,0.0,0.0,4.1,Yes,Competitive Tender
P1240,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Stakeholder Engagement,2022-01-13,2022-03-13,2022-03-17,Completed,Low,2,1,1,11600.0,12100.0,4.0,0.042,3.8,No,Referral
P0046,C-A-Client-01,A-Client-01,Agriculture,Digital Transformation,2022-01-14,2022-03-14,2022-03-14,Completed,Low,3,1,2,19100.0,19100.0,0.0,0.0,4.3,Yes,Competitive Tender
P1241,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Political Risk Management,2022-01-14,2022-04-14,2022-04-17,Completed,Low,2,1,1,15400.0,15800.0,3.0,0.027,4.5,Yes,Direct Outreach
